N_1._tr|B4IC01|B4IC01_DROSE	GO:0003723	GO:0003723
N_370._tr|B4I855|B4I855_DROSE	GO:0005515
N_371._tr|B4HZY1|B4HZY1_DROSE	GO:0016787
N_372._tr|B4HWH3|B4HWH3_DROSE	GO:0003676	GO:0005524	GO:0004386
N_373._tr|B4HPX6|B4HPX6_DROSE	
N_374._tr|B4HP36|B4HP36_DROSE	GO:0042742	GO:0005576
N_375._tr|B4ILD3|B4ILD3_DROSE	GO:0004843	GO:0016579
N_376._tr|B4I4J4|B4I4J4_DROSE	
N_377._tr|B4HTQ6|B4HTQ6_DROSE	GO:0016491	GO:0016209	GO:0016491	GO:0004602	GO:0006979
N_378._tr|B4IBS7|B4IBS7_DROSE	GO:0003854	GO:0016616	GO:0006694
N_379._tr|B4HGF5|B4HGF5_DROSE	GO:0004471	GO:0051287
N_380._tr|B4I6K4|B4I6K4_DROSE	
N_381._tr|B4HL39|B4HL39_DROSE	GO:0003676	GO:0005524	GO:0003677	GO:0005524	GO:0016787
N_382._tr|B4IJX6|B4IJX6_DROSE	GO:0008324	GO:0006812
N_383._tr|B4HSZ3|B4HSZ3_DROSE	GO:0005515
N_384._tr|B4IIB3|B4IIB3_DROSE	GO:0003824
N_385._tr|G8E4T1|G8E4T1_DROSE	GO:0003735	GO:0006412	GO:0005840
N_386._tr|B4HQ28|B4HQ28_DROSE	
N_387._tr|B4IIG6|B4IIG6_DROSE	GO:0005085	GO:0032012
N_388._tr|B4HY62|B4HY62_DROSE	GO:0016746
N_389._tr|B4HVL1|B4HVL1_DROSE	GO:0022857	GO:0055085
N_390._tr|B4HHN9|B4HHN9_DROSE	GO:0016779
N_391._tr|B4HKJ1|B4HKJ1_DROSE	GO:0005047	GO:0008312	GO:0030942	GO:0006614	GO:0005786
N_392._tr|B4I0X8|B4I0X8_DROSE	
N_393._tr|B4ICF9|B4ICF9_DROSE	GO:0022857	GO:0055085	GO:0016020
N_394._tr|B4HP20|B4HP20_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_395._tr|B4HXW4|B4HXW4_DROSE	GO:0005509	GO:0005509	GO:0007155	GO:0005576	GO:0005509	GO:0007155
N_396._tr|B4HTM6|B4HTM6_DROSE	GO:0005783
N_397._tr|B4IG02|B4IG02_DROSE	GO:0007166	GO:0016020	GO:0005515
N_398._tr|B4HLI5|B4HLI5_DROSE	GO:0004930	GO:0007186	GO:0016021
N_399._tr|B4HI04|B4HI04_DROSE	GO:0008270	GO:0005634
N_400._tr|B4HI43|B4HI43_DROSE	GO:0003883	GO:0006221
N_401._tr|B4I0J8|B4I0J8_DROSE	
N_402._tr|B4IKI7|B4IKI7_DROSE	GO:0008168
N_403._tr|B4IF83|B4IF83_DROSE	GO:0003824
N_404._tr|B4IGI3|B4IGI3_DROSE	GO:0046872
N_405._tr|B4I5U3|B4I5U3_DROSE	
N_406._tr|B4HTC5|B4HTC5_DROSE	GO:0003723	GO:0005515
N_407._tr|B4HFG4|B4HFG4_DROSE	GO:0008194
N_408._tr|B4IJ15|B4IJ15_DROSE	
N_409._tr|B4I394|B4I394_DROSE	
N_410._tr|B4ID61|B4ID61_DROSE	
N_411._tr|B4IKX0|B4IKX0_DROSE	
N_412._tr|B4ICY5|B4ICY5_DROSE	GO:0005515	GO:0005515	GO:0006886	GO:0016192	GO:0005198	GO:0006886	GO:0016192	GO:0030117	GO:0005515
N_413._tr|B4ICY8|B4ICY8_DROSE	
N_414._tr|B4IPB7|B4IPB7_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_415._tr|B4I5J6|B4I5J6_DROSE	GO:0001522	GO:0042254
N_416._tr|B4I6H5|B4I6H5_DROSE	
N_417._tr|B4HLV3|B4HLV3_DROSE	
N_418._tr|B4HNG6|B4HNG6_DROSE	
N_419._tr|B4HY91|B4HY91_DROSE	GO:0016021
N_420._tr|B4HKP1|B4HKP1_DROSE	
N_421._tr|B4INB5|B4INB5_DROSE	
N_422._tr|B4HYZ6|B4HYZ6_DROSE	GO:0097573
N_423._tr|B4HI50|B4HI50_DROSE	
N_424._tr|B4I3F6|B4I3F6_DROSE	GO:0003677
N_425._tr|B4I3N8|B4I3N8_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_426._tr|B4HK17|B4HK17_DROSE	GO:0071816
N_427._tr|B4HQ89|B4HQ89_DROSE	GO:0004252	GO:0006508
N_428._tr|B4HER7|B4HER7_DROSE	GO:0005515	GO:0005515
N_429._tr|B4HHH5|B4HHH5_DROSE	
N_430._tr|B4IDJ3|B4IDJ3_DROSE	GO:0005525	GO:0005525
N_431._tr|B4I1L1|B4I1L1_DROSE	GO:0004930	GO:0007186	GO:0016021
N_432._tr|B4HJ75|B4HJ75_DROSE	GO:0070403
N_433._tr|B4I2S8|B4I2S8_DROSE	GO:0016787
N_434._tr|B4I046|B4I046_DROSE	GO:0016758
N_435._tr|B4ICS9|B4ICS9_DROSE	GO:0005515
N_436._tr|A4ULW6|A4ULW6_DROSE	GO:0007275	GO:0042600
N_437._tr|B4HF20|B4HF20_DROSE	GO:0005524	GO:0016887	GO:0005524	GO:0016887	GO:0009378	GO:0006281	GO:0006310	GO:0005524	GO:0016887
N_438._tr|B4HQ71|B4HQ71_DROSE	
N_439._tr|B4IB09|B4IB09_DROSE	
N_440._tr|B4HPQ4|B4HPQ4_DROSE	GO:0003723
N_441._tr|B4HYI9|B4HYI9_DROSE	GO:0030431	GO:0032222	GO:1903818
N_442._tr|B4HN15|B4HN15_DROSE	
N_443._tr|B4HLT0|B4HLT0_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_444._tr|B4HE05|B4HE05_DROSE	GO:0005515
N_445._tr|B4I7Q2|B4I7Q2_DROSE	GO:0003997	GO:0006635	GO:0005777	GO:0016627
N_446._tr|B4HY13|B4HY13_DROSE	GO:0003723
N_447._tr|B4I8Z3|B4I8Z3_DROSE	GO:0060271	GO:0060294	GO:0001534
N_448._tr|B4I0P8|B4I0P8_DROSE	GO:0005516	GO:0015269	GO:0006813	GO:0016021	GO:0016286	GO:0006813	GO:0016021
N_449._tr|B4I1K2|B4I1K2_DROSE	GO:0008061	GO:0005576
N_450._tr|B4HNZ2|B4HNZ2_DROSE	GO:0005515
N_451._tr|B4HYF8|B4HYF8_DROSE	
N_452._tr|B4HSI6|B4HSI6_DROSE	
N_453._tr|B4IBG9|B4IBG9_DROSE	GO:0005515	GO:0003993	GO:0046872
N_454._tr|B4HYY0|B4HYY0_DROSE	GO:0005092	GO:0007264
N_455._tr|B4IIS9|B4IIS9_DROSE	GO:0005094	GO:0005737
N_456._tr|B4IG03|B4IG03_DROSE	
N_457._tr|B4IHS0|B4IHS0_DROSE	GO:0005509	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_458._tr|B4I8D2|B4I8D2_DROSE	
N_459._tr|B4I4F7|B4I4F7_DROSE	
N_460._tr|Q7IV46|Q7IV46_DROSE	GO:0004129	GO:0005507	GO:0016020	GO:0022900	GO:0016021
N_461._tr|B4I0Y8|B4I0Y8_DROSE	GO:0005515	GO:0006886	GO:0016192	GO:0030117
N_462._tr|B4I7Q6|B4I7Q6_DROSE	GO:0005509	GO:0005509	GO:0005509	GO:0003755	GO:0005509
N_463._tr|B4HWI1|B4HWI1_DROSE	GO:0003676	GO:0005524
N_464._tr|B4I989|B4I989_DROSE	GO:0006367	GO:0005672	GO:0006367	GO:0005672
N_465._tr|B4HLK8|B4HLK8_DROSE	
N_466._tr|B4HT80|B4HT80_DROSE	GO:0005515
N_467._tr|B4HN33|B4HN33_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_468._tr|B4IJ48|B4IJ48_DROSE	
N_469._tr|B4HJV6|B4HJV6_DROSE	GO:0022857	GO:0055085	GO:0016020
N_470._tr|B4I2E0|B4I2E0_DROSE	
N_471._tr|B4IFU2|B4IFU2_DROSE	GO:0030246	GO:0004553	GO:0005975
N_472._tr|B4I9T5|B4I9T5_DROSE	GO:0006364	GO:0005730	GO:0005515
N_473._tr|B4HI75|B4HI75_DROSE	GO:0003924	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_474._tr|B4HTW5|B4HTW5_DROSE	
N_475._tr|B4HHQ1|B4HHQ1_DROSE	GO:0003677
N_476._tr|B4HII4|B4HII4_DROSE	
N_477._tr|B4HJX8|B4HJX8_DROSE	GO:0004518	GO:0034477
N_478._tr|B4HJ79|B4HJ79_DROSE	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_479._tr|B4IBK1|B4IBK1_DROSE	GO:0022857	GO:0055085	GO:0016020
N_480._tr|B4HUH2|B4HUH2_DROSE	GO:0016021
N_481._tr|B4HJ11|B4HJ11_DROSE	
N_482._tr|B4ID15|B4ID15_DROSE	GO:0005524	GO:0140658	GO:0003676	GO:0005524	GO:0003677	GO:0005524	GO:0016787
N_483._tr|B4HSR8|B4HSR8_DROSE	GO:0003924	GO:0005525	GO:0005525	GO:0005525	GO:0005525
N_484._tr|B4IFF6|B4IFF6_DROSE	GO:0003779	GO:0016043	GO:0003779	GO:0031267	GO:0030036
N_485._tr|B4HM55|B4HM55_DROSE	
N_486._sp|B4HZ81|CISD2_DROSE	GO:0051537	GO:0043231	GO:0051537	GO:0043231
N_487._tr|B4HEW1|B4HEW1_DROSE	GO:0005515
N_488._tr|B4I4G2|B4I4G2_DROSE	GO:0018024	GO:0008176	GO:0006400
N_489._tr|B4HQW6|B4HQW6_DROSE	
N_490._tr|B4I3N1|B4I3N1_DROSE	
N_491._tr|B4HNL5|B4HNL5_DROSE	
N_492._tr|B4HGT1|B4HGT1_DROSE	GO:0008061	GO:0005576
N_493._tr|Q5R277|Q5R277_DROSE	
N_494._tr|B4ICW1|B4ICW1_DROSE	GO:0003677
N_495._tr|B4HKJ8|B4HKJ8_DROSE	GO:0004842
N_496._tr|B4HIW2|B4HIW2_DROSE	
N_497._tr|B4HS02|B4HS02_DROSE	GO:0016758	GO:0006486	GO:0016020
N_498._tr|B4I196|B4I196_DROSE	GO:0016209	GO:0016491
N_499._tr|B4I6Z5|B4I6Z5_DROSE	GO:0005515
N_500._tr|A0A109QNS1|A0A109QNS1_DROSE	
N_501._tr|B4IJ67|B4IJ67_DROSE	GO:0016614	GO:0050660	GO:0016491	GO:0016491	GO:0016614
N_502._tr|B4HVG2|B4HVG2_DROSE	GO:0006355	GO:0046983	GO:0005515
N_503._tr|B4I9D0|B4I9D0_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_504._tr|B4HFY2|B4HFY2_DROSE	GO:0004725	GO:0006470	GO:0008138	GO:0016311
N_505._tr|B4IPT2|B4IPT2_DROSE	
N_506._tr|B4HXQ6|B4HXQ6_DROSE	
N_507._tr|B4IF99|B4IF99_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_508._tr|B4HH02|B4HH02_DROSE	
N_509._tr|B4HVP1|B4HVP1_DROSE	
N_510._tr|Q8MYL0|Q8MYL0_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_511._tr|B4II69|B4II69_DROSE	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_512._tr|B4IQ90|B4IQ90_DROSE	
N_513._tr|B4I7U9|B4I7U9_DROSE	GO:0003824
N_514._tr|B4HYX2|B4HYX2_DROSE	GO:0005507	GO:0016491	GO:0005507
N_515._tr|B4HSN3|B4HSN3_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_516._tr|B4HFY1|B4HFY1_DROSE	
N_517._tr|B4I1I6|B4I1I6_DROSE	
N_518._tr|B4HQQ3|B4HQQ3_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_519._tr|B4HXM4|B4HXM4_DROSE	
N_520._tr|B4HVG9|B4HVG9_DROSE	GO:0003755	GO:0000413
N_521._tr|B4ICB1|B4ICB1_DROSE	
N_522._tr|B4HGV1|B4HGV1_DROSE	GO:0006629
N_523._tr|B4I523|B4I523_DROSE	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_524._tr|B4HJV9|B4HJV9_DROSE	GO:0004222	GO:0006508	GO:0006508
N_525._tr|B4HMR6|B4HMR6_DROSE	
N_526._tr|B4HF43|B4HF43_DROSE	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_527._tr|B4IIX4|B4IIX4_DROSE	GO:0003677	GO:0003677
N_528._tr|B4ICB3|B4ICB3_DROSE	GO:0008270
N_529._tr|B4ILN6|B4ILN6_DROSE	
N_530._tr|B4HTE0|B4HTE0_DROSE	GO:0003735	GO:0006412	GO:0005840	GO:0003735	GO:0006412	GO:0005840
N_531._sp|B4IL76|RS3A_DROSE	GO:0003735	GO:0006412	GO:0005840
N_532._tr|B4HT97|B4HT97_DROSE	
N_533._tr|B4HML0|B4HML0_DROSE	GO:0005524	GO:0016301
N_534._tr|B4I2F2|B4I2F2_DROSE	GO:0004842
N_535._tr|B4HHG0|B4HHG0_DROSE	GO:0004252	GO:0006508
N_536._tr|B4HJW0|B4HJW0_DROSE	GO:0005524	GO:0003723	GO:0003724	GO:0005524	GO:0016887	GO:0005524	GO:0005524	GO:0016887
N_537._tr|B4IC76|B4IC76_DROSE	
N_538._tr|B4IED7|B4IED7_DROSE	GO:0046034	GO:1902600	GO:0005524
N_539._tr|B4IN32|B4IN32_DROSE	GO:0008083	GO:0016020
N_540._tr|B4HH59|B4HH59_DROSE	
N_541._tr|B4HGP3|B4HGP3_DROSE	
N_542._tr|B4HUP8|B4HUP8_DROSE	
N_543._tr|B4I062|B4I062_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_544._tr|B4I1M3|B4I1M3_DROSE	GO:0005515	GO:0005515
N_545._tr|B4HM76|B4HM76_DROSE	
N_546._tr|B4HLC9|B4HLC9_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_547._tr|B4IFQ4|B4IFQ4_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_548._tr|B4I5C1|B4I5C1_DROSE	
N_549._tr|B4HJM0|B4HJM0_DROSE	
N_550._tr|B4I512|B4I512_DROSE	GO:0005515	GO:0005515	GO:0005515
N_551._tr|B4I676|B4I676_DROSE	GO:0005549
N_552._tr|B4I1Y2|B4I1Y2_DROSE	GO:0004185	GO:0006508
N_553._tr|B4HJ14|B4HJ14_DROSE	GO:0046034	GO:1902600	GO:0005524	GO:0005524
N_554._tr|B4HX58|B4HX58_DROSE	GO:0006352
N_555._tr|B4HWV4|B4HWV4_DROSE	GO:0005515
N_556._tr|B4HRM3|B4HRM3_DROSE	
N_557._sp|B4HKF2|PTER_DROSE	GO:0008270	GO:0009056
N_558._tr|B4HH07|B4HH07_DROSE	GO:0003924	GO:0005525	GO:0005525	GO:0005525
N_559._tr|B4HLI0|B4HLI0_DROSE	GO:0016747
N_560._tr|B4HSG6|B4HSG6_DROSE	
N_561._tr|B4I4W4|B4I4W4_DROSE	GO:0004252	GO:0006508
N_562._tr|B4IMW1|B4IMW1_DROSE	GO:0004930	GO:0004930	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_563._tr|B4HTJ9|B4HTJ9_DROSE	GO:0022857	GO:0055085
N_564._tr|B4HR17|B4HR17_DROSE	
N_565._tr|B4ID33|B4ID33_DROSE	
N_566._tr|B4HHA5|B4HHA5_DROSE	GO:0008270	GO:0005634
N_567._tr|B4I457|B4I457_DROSE	
N_568._tr|B4HR82|B4HR82_DROSE	GO:0004190	GO:0006508
N_569._tr|B4IBX5|B4IBX5_DROSE	GO:0003723	GO:0003723	GO:0003723
N_570._tr|B4HEL8|B4HEL8_DROSE	
N_571._tr|B4HFH1|B4HFH1_DROSE	GO:0046983
N_572._tr|B4I675|B4I675_DROSE	GO:0005753
N_573._tr|B4IG52|B4IG52_DROSE	GO:0016799
N_574._sp|B4HT15|ASPG1_DROSE	GO:0016787
N_575._tr|B4ICS8|B4ICS8_DROSE	
N_576._tr|B4IC15|B4IC15_DROSE	GO:0016491
N_577._tr|B4I635|B4I635_DROSE	GO:0016491	GO:0016491
N_578._tr|B4IBC8|B4IBC8_DROSE	
N_579._tr|B4IIW4|B4IIW4_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_580._tr|B4IIH6|B4IIH6_DROSE	
N_581._tr|B4IBK7|B4IBK7_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_582._tr|B4IJM7|B4IJM7_DROSE	
N_583._tr|B4HR20|B4HR20_DROSE	GO:0003735	GO:0006412	GO:0005840
N_584._tr|B4I259|B4I259_DROSE	GO:0008061	GO:0005576
N_585._tr|B4IJZ5|B4IJZ5_DROSE	
N_586._tr|B4I0Z7|B4I0Z7_DROSE	GO:0004435	GO:0006629	GO:0007165	GO:0035556
N_587._tr|B4I559|B4I559_DROSE	GO:0003676	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_588._tr|B4IEP3|B4IEP3_DROSE	GO:0004222	GO:0006508
N_589._tr|B4HTI9|B4HTI9_DROSE	GO:0017128	GO:0017121
N_590._tr|B4HXZ2|B4HXZ2_DROSE	
N_591._tr|B4IPA0|B4IPA0_DROSE	GO:0003677	GO:0071821
N_592._tr|B4IC54|B4IC54_DROSE	
N_593._tr|B4HQW5|B4HQW5_DROSE	GO:0070006	GO:0006508	GO:0070006	GO:0006508
N_594._tr|B4ILN5|B4ILN5_DROSE	GO:0016459
N_595._tr|B4I1P6|B4I1P6_DROSE	GO:0004725	GO:0006470	GO:0008138	GO:0016311
N_596._tr|B4IB85|B4IB85_DROSE	GO:0003854	GO:0016616	GO:0006694	GO:0016491	GO:0016616
N_597._tr|B4IGF0|B4IGF0_DROSE	
N_598._tr|B4HXF4|B4HXF4_DROSE	
N_599._tr|B4HNR5|B4HNR5_DROSE	
N_600._tr|B4IBB7|B4IBB7_DROSE	GO:0005515
N_601._tr|B4I0M1|B4I0M1_DROSE	GO:0070403
N_602._tr|B4HVS8|B4HVS8_DROSE	GO:0016021
N_603._tr|B4IFT3|B4IFT3_DROSE	GO:0004656	GO:0005783
N_604._tr|B4HGT2|B4HGT2_DROSE	GO:0008061	GO:0005576
N_605._tr|B4HTM4|B4HTM4_DROSE	GO:0005524	GO:0016887	GO:0051082	GO:0006457
N_606._tr|B4HWM6|B4HWM6_DROSE	
N_607._tr|B4HK22|B4HK22_DROSE	GO:0007275	GO:0042600
N_608._tr|B4HYT2|B4HYT2_DROSE	GO:0008484
N_609._tr|A4ULZ0|A4ULZ0_DROSE	
N_610._tr|B4I8B3|B4I8B3_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_611._tr|B4I5P2|B4I5P2_DROSE	
N_612._tr|B4IBU2|B4IBU2_DROSE	
N_613._tr|B4I824|B4I824_DROSE	GO:0055085	GO:0016020	GO:0005515	GO:0022857	GO:0055085
N_614._tr|B4IJ55|B4IJ55_DROSE	GO:0046872	GO:0008270	GO:0061630	GO:0097602	GO:0031145	GO:0005680
N_615._tr|B4HRE1|B4HRE1_DROSE	
N_616._tr|B4HTL2|B4HTL2_DROSE	
N_617._tr|B4HLW8|B4HLW8_DROSE	
N_618._tr|B4HLC1|B4HLC1_DROSE	
N_619._tr|B4HR36|B4HR36_DROSE	GO:0004252	GO:0006508	GO:0005515	GO:0016020	GO:0005515
N_620._tr|B4HUP0|B4HUP0_DROSE	GO:0004252	GO:0006508
N_621._tr|B4ILV0|B4ILV0_DROSE	GO:0003735	GO:0005762
N_622._tr|B4HNU4|B4HNU4_DROSE	GO:0003924	GO:0005525	GO:0005524	GO:0008134	GO:0006355	GO:0005524	GO:0005524	GO:0008134	GO:0006355	GO:0003723	GO:0003724	GO:0005524	GO:0005524	GO:0016887	GO:0005524	GO:0006576	GO:0005524	GO:0016301	GO:0005525	GO:0006614	GO:0005524	GO:0005524	GO:0002949	GO:0008569	GO:0007018	GO:0030286	GO:0009378	GO:0006281	GO:0006310	GO:0003924	GO:0005525	GO:0005524	GO:0016887	GO:0005524	GO:0016887
N_623._tr|B4HUW2|B4HUW2_DROSE	GO:0003723	GO:0003743	GO:0006413
N_624._tr|B4HLX2|B4HLX2_DROSE	GO:0005515	GO:0034453	GO:0005815
N_625._tr|B4I360|B4I360_DROSE	GO:0016020
N_626._tr|B4HQ90|B4HQ90_DROSE	
N_627._tr|B4HL59|B4HL59_DROSE	GO:0019843	GO:0003723
N_628._tr|B4HJ34|B4HJ34_DROSE	GO:0005509
N_629._tr|B4HV79|B4HV79_DROSE	GO:0004930	GO:0004930	GO:0007186	GO:0016021
N_630._tr|B4I4Q8|B4I4Q8_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_631._tr|B4II72|B4II72_DROSE	GO:0005509	GO:0005509
N_632._tr|B4ICP4|B4ICP4_DROSE	GO:0004252	GO:0006508	GO:0008236	GO:0006508
N_633._tr|B4HXR6|B4HXR6_DROSE	GO:0004222	GO:0006508
N_634._tr|B4IN88|B4IN88_DROSE	
N_635._tr|B4HFT9|B4HFT9_DROSE	GO:0003735	GO:0006412	GO:0005840
N_636._tr|B4IKG4|B4IKG4_DROSE	GO:0005515	GO:0005515
N_637._tr|B4IQP5|B4IQP5_DROSE	GO:0016021
N_638._tr|B4IAL6|B4IAL6_DROSE	GO:0046855
N_639._tr|B4I1A5|B4I1A5_DROSE	
N_640._tr|B4HYC0|B4HYC0_DROSE	
N_641._tr|B4HP35|B4HP35_DROSE	GO:0042742	GO:0005576
N_642._tr|B4I1F7|B4I1F7_DROSE	
N_643._tr|B4HNM2|B4HNM2_DROSE	GO:0006952
N_644._tr|B4HVR5|B4HVR5_DROSE	GO:0016298	GO:0019915	GO:0005811
N_645._tr|B4IBR9|B4IBR9_DROSE	GO:0005524
N_646._tr|B4I939|B4I939_DROSE	
N_647._tr|B4IEG0|B4IEG0_DROSE	GO:0008963	GO:0016021
N_648._tr|B4HXS0|B4HXS0_DROSE	GO:0004222	GO:0006508
N_649._tr|B4HEP5|B4HEP5_DROSE	GO:0016021
N_650._tr|B4I839|B4I839_DROSE	
N_651._tr|B4I6U8|B4I6U8_DROSE	GO:0005515
N_652._tr|B4HTZ7|B4HTZ7_DROSE	GO:0005515
N_653._tr|B4HN89|B4HN89_DROSE	GO:0005102
N_654._tr|B4HJZ2|B4HJZ2_DROSE	GO:0003779	GO:0005200	GO:0001726	GO:0005925
N_655._tr|B4IKC2|B4IKC2_DROSE	GO:0005524
N_656._tr|B4I795|B4I795_DROSE	
N_657._tr|B4I1U6|B4I1U6_DROSE	
N_658._tr|B4I9J3|B4I9J3_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_659._tr|B4HMY7|B4HMY7_DROSE	GO:0005515
N_660._tr|B4IEC6|B4IEC6_DROSE	
N_661._tr|B4I9H3|B4I9H3_DROSE	
N_662._tr|B4HVC8|B4HVC8_DROSE	GO:0005515	GO:0005515
N_663._tr|B4IEH1|B4IEH1_DROSE	GO:0003747	GO:0006415
N_664._tr|B4HQL4|B4HQL4_DROSE	
N_665._tr|B4I4K2|B4I4K2_DROSE	GO:0003677
N_666._tr|B4HIS1|B4HIS1_DROSE	
N_667._tr|B4I0Y5|B4I0Y5_DROSE	GO:0046983
N_668._tr|B4HVR9|B4HVR9_DROSE	
N_669._tr|B4I4R0|B4I4R0_DROSE	GO:0008061	GO:0005576
N_670._tr|B4I5S2|B4I5S2_DROSE	
N_671._tr|B4INT5|B4INT5_DROSE	GO:0005515
N_672._tr|B4I3F5|B4I3F5_DROSE	GO:0003677
N_673._tr|B4HJR3|B4HJR3_DROSE	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_674._tr|B4I9X4|B4I9X4_DROSE	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_675._tr|B4I7Z9|B4I7Z9_DROSE	
N_676._tr|B4HZW9|B4HZW9_DROSE	
N_677._tr|B4HQP7|B4HQP7_DROSE	GO:0016021
N_678._tr|B4IQD0|B4IQD0_DROSE	GO:0006511	GO:0007275	GO:0005737
N_679._tr|B4HUQ3|B4HUQ3_DROSE	
N_680._tr|B4IAW4|B4IAW4_DROSE	
N_681._tr|B4HXX1|B4HXX1_DROSE	GO:0006464
N_682._tr|B4HVN6|B4HVN6_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_683._tr|B4IM21|B4IM21_DROSE	
N_684._tr|B4ILG7|B4ILG7_DROSE	GO:0016787
N_685._tr|B4HWH4|B4HWH4_DROSE	GO:0016020	GO:0016021
N_686._tr|B4IQB9|B4IQB9_DROSE	GO:0004222	GO:0006508
N_687._tr|B4I6J4|B4I6J4_DROSE	GO:0003677
N_688._tr|B4HNQ9|B4HNQ9_DROSE	GO:0003924	GO:0005525
N_689._tr|B4IKP5|B4IKP5_DROSE	
N_690._tr|B4HFW6|B4HFW6_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_691._tr|B4HRQ2|B4HRQ2_DROSE	GO:0022857	GO:0055085
N_692._tr|B4HNB6|B4HNB6_DROSE	
N_693._tr|B4HSL5|B4HSL5_DROSE	GO:0003951	GO:0006741
N_694._tr|B4I6C0|B4I6C0_DROSE	
N_695._tr|B4IIM7|B4IIM7_DROSE	GO:0008168	GO:0003723	GO:0008173	GO:0006396
N_696._sp|B4IG10|SOSSC_DROSE	GO:0006281	GO:0006974	GO:0005634	GO:0070876
N_697._tr|B4IME6|B4IME6_DROSE	GO:0005515
N_698._tr|B4IJN2|B4IJN2_DROSE	
N_699._tr|B4HJQ7|B4HJQ7_DROSE	GO:0051603	GO:0005839
N_700._tr|B4IIA0|B4IIA0_DROSE	GO:0060271	GO:0036038
N_701._tr|B4I6Y4|B4I6Y4_DROSE	GO:0004843	GO:0016579	GO:0008270
N_702._sp|B4HFV9|EI3D1_DROSE	GO:0008023	GO:0003743	GO:0005737	GO:0005852
N_703._tr|B4IAG0|B4IAG0_DROSE	
N_704._tr|B4HYY5|B4HYY5_DROSE	
N_705._tr|Q76FD3|Q76FD3_DROSE	GO:0003677
N_706._tr|B4I375|B4I375_DROSE	GO:0005515	GO:0003993	GO:0046872
N_707._tr|B4HIP0|B4HIP0_DROSE	GO:0005515
N_708._tr|B4I4U7|B4I4U7_DROSE	GO:0016787
N_709._tr|B4HLV2|B4HLV2_DROSE	GO:0070006	GO:0006508	GO:0070006	GO:0006508
N_710._tr|B4HMT8|B4HMT8_DROSE	
N_711._tr|B4HFU4|B4HFU4_DROSE	
N_712._tr|B4HFB3|B4HFB3_DROSE	GO:0007165
N_713._tr|B4HR19|B4HR19_DROSE	
N_714._tr|B4HZW0|B4HZW0_DROSE	
N_715._tr|B4I4V0|B4I4V0_DROSE	GO:0016787
N_716._tr|B4IBX1|B4IBX1_DROSE	
N_717._tr|B4HPR3|B4HPR3_DROSE	GO:0004652	GO:0043631	GO:0003723	GO:0043631	GO:0016779
N_718._tr|B4I4W1|B4I4W1_DROSE	
N_719._tr|B4HTM5|B4HTM5_DROSE	
N_720._tr|B4IM98|B4IM98_DROSE	GO:0003677
N_721._tr|B4HWE1|B4HWE1_DROSE	
N_722._tr|B4HTH2|B4HTH2_DROSE	GO:0003677	GO:0008270
N_723._tr|B4I7X5|B4I7X5_DROSE	GO:0005515	GO:0005515
N_724._tr|B4HYG3|B4HYG3_DROSE	GO:0005634
N_725._tr|B4HFD8|B4HFD8_DROSE	GO:0051287	GO:0016491	GO:0006520	GO:0016491	GO:0006520
